explanations,datasets,attributed_fns,methods,reversed,Value,Rank,Sentence
integrated_gradients,any,logit,baseline,original,"[ 3.1527953  1.6765552  1.7640296  3.1888595  2.3324072  2.1465702
  4.202975   3.6177151  2.870254   2.8311758  2.4317284  2.3678162
 14.215888 ]",1.0,"They'd have covered up the windows completely, except there were not"
integrated_gradients,any,logit,baseline,original,[2.151964  2.0027318 1.2974964 1.6044455 1.8127114 7.4865055],0.16666666666666666,We do not want to take
integrated_gradients,any,logit,baseline,original,"[ 1.2792169  1.6342745  1.4761968  1.583812   1.8096862  1.7620523
  1.4398469  2.1426136  1.9554625  2.024323   1.9820269 12.5721445]",1.0,"The water's moving through there fast, and there are not"
integrated_gradients,any,logit,baseline,original,[ 4.9912     2.4840238  2.7453015  2.8673422 15.200174 ],0.25,You would not have gotten
integrated_gradients,any,logit,baseline,original,[2.5731223 1.7165852 1.3719603 1.1591506 1.296411  8.689519 ],0.25,He did not want to leave
integrated_gradients,any,logit,baseline,original,[0.9484764  0.8556666  0.8006017  0.98734665 4.8317857 ],0.2,We do not actually have
integrated_gradients,any,logit,baseline,original,[1.2031351 1.4837844 1.2694324 1.533368  6.063095 ],0.25,He has not done me
integrated_gradients,any,logit,baseline,original,[1.4960182 1.3322793 1.3992927 1.4334246],0.5,Then there is not
integrated_gradients,any,logit,baseline,original,[1.0968965  1.7210135  0.91246694 2.1500638  1.5329268 ],0.2,I wo not give you
integrated_gradients,any,logit,baseline,original,[1.4853222 2.8610327 2.1151896 2.3139005 6.9263153],0.25,So do not go getting
integrated_gradients,any,logit,baseline,original,"[2.3379588 1.1252946 1.2739743 1.6590331 1.4863225 1.5831325 1.9292655
 1.5307945 1.2617353 3.2334466 7.587177 ]",0.1,"David was surprised at that, they did not usually do"
integrated_gradients,any,logit,baseline,original,[2.3413267 1.1629025 0.8644696 1.0752031 1.3018038 1.2730097 9.13776  ],0.16666666666666666,Still I did not want to face
integrated_gradients,any,logit,baseline,original,"[2.913051  1.3833133 0.9281384 2.0119975 0.9993369 0.6443578 2.2389066
 1.0599204 1.593227  1.3763756 4.2469835 3.1177928]",0.125,"""(""""Well, at least they do not mean you"
integrated_gradients,any,logit,baseline,original,[1.9585415 1.7915546 0.9366319 1.1714951 3.9950533],1.0,Not like there are not
integrated_gradients,any,logit,baseline,original,[1.6992792 1.4147353 1.096753  1.1707708 2.2907832],0.3333333333333333,Did not seem to have
integrated_gradients,any,logit,baseline,original,"[1.5210418 2.1305687 1.9672952 2.6523957 1.3761461 1.5467765 1.0020456
 1.2154338 1.2133135 1.2747169 1.8331099 1.3614695 7.6793833]",0.1,"Sure, Rafe called her one and did not seem to have"
integrated_gradients,any,logit,baseline,original,"[0.948198   1.2017536  1.097721   1.0051631  1.689249   0.72520417
 1.2820622  1.744465   1.346399   5.9093466 ]",0.2,Maybe that's why Jack would not let her have
integrated_gradients,any,logit,baseline,original,[1.0976988  1.7727454  0.91449237 0.8937942  5.2611856 ],0.25,They did not go to
integrated_gradients,any,logit,baseline,original,"[ 1.7092083  1.3224636  1.1319413  1.3185061  1.3683755  1.4765234
  1.3646048  2.3733325  2.7323396  1.7875817  2.2464845  2.4621527
  1.9891429  2.122775   2.9182734 14.151657 ]",1.0,"Maybe you've already shocked me enough, Stacy said, seeing that there were not"
integrated_gradients,any,logit,baseline,original,[2.4787676 2.3521595 0.699895  1.1585733 1.5186251 5.271139 ],1.0,"Maybe, when there are not"
integrated_gradients,any,logit,baseline,original,"[1.1064391 1.3189858 1.8557092 2.4627233 1.3587981 1.208488  1.400744
 1.182659  1.071813  1.4590094 2.2367625 5.8803062]",0.08333333333333333,"""Beau continued, """"I did not think we had"
integrated_gradients,any,logit,baseline,original,[1.8133246 1.7566553 1.8833377 2.4837723],1.0,Certainly we have not
integrated_gradients,any,logit,baseline,original,"[ 2.0723135  2.385207   2.0823247  1.9941626  1.641125   1.8534076
  1.6973423  1.6258292  1.1146868  2.3928952  1.5013676  1.8121339
  1.7618364  2.1197073  2.1490033 14.075581 ]",1.0,"They fought desperately, for they knew what their doom was, and there were not"
integrated_gradients,any,logit,baseline,original,"[11.659931   3.4051554  4.350168   3.6950586  6.4908996  8.272883
  5.0407515  6.1678796  3.8483706  4.725774   2.5530875  3.087263
  3.4050047  3.796202   6.6126657  3.1228108  2.9113147  6.679151
  4.195917   6.05276    8.099903  19.43646  ]",1.0,Alexia and I should never get along—we are far too much alike—and Lord Maccon has not
integrated_gradients,any,logit,baseline,original,"[ 1.8359529  1.9026548  1.8100001  2.0746644  1.8100474  1.9422724
  2.793795   1.6882125  1.4489114  2.6099968  1.5282985  1.6838248
  1.7601807  5.460073  10.873675 ]",0.09090909090909091,"Big Head, fortunately, went back to his mathematics and did not write about"
integrated_gradients,any,logit,baseline,original,[1.8506707 1.2377852 1.1403327 1.5189834 1.3954262 6.230724 ],0.16666666666666666,I do not plan to take
integrated_gradients,any,logit,baseline,original,[0.9770273  1.111761   0.84256804 0.6630377  1.6960068 ],0.25,It would not have made
integrated_gradients,any,logit,baseline,original,"[1.3586974  1.3963375  1.5310075  0.59274983 0.5044253  0.53546864
 0.9420812  0.8766177  0.7644267  3.5169501 ]",0.2,"I shrugged, but there did not seem to be"
integrated_gradients,any,logit,baseline,original,[4.012924  2.9296627 1.5728438 2.54208   6.033452 ],0.2,Moscow wo not be mining
integrated_gradients,any,logit,baseline,original,[1.2536956 1.3412567 1.0168731 1.2277496 3.4731987],0.2,I do not hold with
integrated_gradients,any,logit,baseline,original,"[ 2.1350172  1.7141056  2.2505708  2.9478729  3.1264856  2.5293803
  1.3223729  2.2983267 11.861665 ]",1.0,We'll have to make sure there are not
integrated_gradients,any,logit,baseline,original,[0.8186765 0.8783672 1.0467789 0.8139361 0.5391105 0.8325537 1.8307805],0.16666666666666666,That person is not going to make
integrated_gradients,any,logit,baseline,original,"[0.94662666 2.0622826  1.2771493  1.234765   0.9651812  0.9910964
 0.6418016  0.74164134 1.0428405  4.2892427 ]",0.1,"And the management, they do not want to see"
integrated_gradients,any,logit,baseline,original,"[ 5.323047   2.3668134  3.2086852  3.8720005  2.939986   2.5805736
  3.5082643  2.2477832  2.7139902  3.7118723  2.4585094  2.3232143
  2.202955   2.2653515  1.6761717  2.8118012  1.5609144  1.7535557
  2.2977338  4.789884  15.0325   ]",0.06666666666666667,"And those years Ramone had spent in IAD, working mostly behind a desk, had not done him"
integrated_gradients,any,logit,baseline,original,[1.638886  1.5421557 1.3100667 1.7175889 1.4747158 6.2354774],0.16666666666666666,I do not want to take
integrated_gradients,any,logit,baseline,original,[1.4942318 1.6168251 0.9997116 1.0384153 2.78939  ],1.0,She hoped there were not
integrated_gradients,any,logit,baseline,original,"[ 3.8713615  2.5899417  2.9211137  1.9096054  1.6394132  3.3733974
 18.104954 ]",0.14285714285714285,At least you would not be burning
integrated_gradients,any,logit,baseline,original,[2.002288  3.287331  2.7434037 3.2774298 2.064492  6.9178905],0.3333333333333333,But that did not touch off
integrated_gradients,any,logit,baseline,original,"[2.156178  1.5617083 1.8788102 1.7710526 1.8384213 1.5124159 1.5411884
 1.5855798 1.6504877 3.1831877 9.601253 ]",0.14285714285714285,"""He told me, """"You did not bring me"
integrated_gradients,any,logit,baseline,original,[1.7489458 1.400002  1.373214  1.8547302],1.0,There just are not
integrated_gradients,any,logit,baseline,original,"[ 3.0224233  2.6041656  2.7414634  2.6317616  2.9276826  3.2069535
  3.3965304  3.4383523 11.421267 ]",0.16666666666666666,Take care you do not fall afoul of
integrated_gradients,any,logit,baseline,original,"[1.6099057  0.9390966  0.7963564  1.2291031  0.81439406 1.2898844
 0.98512495 2.1647422  1.1216284  2.562204   5.5066757 ]",0.14285714285714285,I've been thinking some things that wo not win us
integrated_gradients,any,logit,baseline,original,[1.7595372 2.2001514 1.2083602 2.03845   2.422331 ],0.2,It had not changed in
integrated_gradients,any,logit,baseline,original,[1.983707  4.359085  3.4718258 5.273113  4.705312  9.171453 ],0.5,That bastard was not spinning off
integrated_gradients,any,logit,baseline,original,[1.7056104 1.5315433 1.9129107],1.0,I had not
integrated_gradients,any,logit,baseline,original,"[ 3.2447002  2.0344756  2.1356237  1.4210236  2.0784025  1.1248826
  1.9852651  1.808125   1.1008663  1.6393149  2.1685882  1.4050162
  5.403089   1.9470718 12.621293   1.5547851  1.4523273  2.0760589
  2.645591  10.1795635]",0.5,"""In moments I reported, """"She's got lots of bruises and scrapes but there is not"
integrated_gradients,any,logit,baseline,original,[0.92196596 1.0138354  0.8086898  0.68525904 0.9194741  3.4618063 ],0.2,He was not going to win
integrated_gradients,any,logit,baseline,original,[1.5576427 1.3365264 1.576338  2.4335406 1.2351253 1.7318897 6.5327706],1.0,You'd better hope there are not
integrated_gradients,any,logit,baseline,original,[1.3280624  2.0955398  0.88427174 0.96458626 2.3101454  2.816313  ],0.2,But Frank was not troubled by
integrated_gradients,any,logit,baseline,original,[5.8940153 3.888203  3.016502 ],0.3333333333333333,You have not
integrated_gradients,any,logit,baseline,original,"[1.6725043 1.9849329 1.2395929 1.2383331 1.5336294 1.3505555 0.9257568
 1.3363082 4.154674  4.131243 ]",0.14285714285714285,"Listen, John, that girl was not injured in"
integrated_gradients,any,logit,baseline,original,"[0.882006   1.200197   0.8588621  1.2815394  1.1245369  0.7025317
 0.93879217 1.0455642  0.7273635  0.5862144  0.79581165 1.3280779
 5.732343  ]",0.07692307692307693,The target was closing on them so he did not have to make
integrated_gradients,any,logit,baseline,original,"[0.85063213 1.620858   1.7740486  1.5218365  2.1731365  0.97285444
 3.2098968 ]",0.0,"I do not, though — and"
integrated_gradients,any,logit,baseline,original,[1.1715811  0.98214436 1.2387578  1.4026097  0.9042731  2.0612366 ],0.3333333333333333,I do not want to break
integrated_gradients,any,logit,baseline,original,"[ 1.4554572  1.3291172  2.301559   2.0169222  2.3138738  2.8340635
  1.3405259  2.7403326  1.5017302  1.506406   1.9445314  1.8163666
  2.12643    2.5662844 13.24969  ]",1.0,"I'd checked them as I'd gathered them up, but there were not"
integrated_gradients,any,logit,baseline,original,"[2.8309076  1.5225823  1.2175984  3.2313879  1.0059913  2.4634762
 0.9466814  0.86322904 0.9779494  1.0571598  0.9506142  1.5482905
 1.2831972  0.90047514 1.758266   0.9988997  1.571451   2.341688
 6.445176  ]",1.0,"It took only seconds to retrieve, but from what he saw across the street, there were not"
integrated_gradients,any,logit,baseline,original,"[0.95202506 2.2508407  1.3954976  1.5049735  1.020887   1.5600628
 0.63475394 2.5654557 ]",0.16666666666666666,And the bats wo not mid them in
integrated_gradients,any,logit,baseline,original,"[ 1.8889738  1.6433457  1.5119017  1.7069529  2.3995752  1.2373489
  2.814642   1.5485842  2.2872078  1.7081474  2.7332697 13.280425 ]",1.0,Now that was a silly thing to say because there were not
integrated_gradients,any,logit,baseline,original,"[ 2.4247334  1.5236976  1.832512   1.7191314  1.3613155  2.2371337
  1.9575688  2.58546    2.0440898  2.5398462  3.3731418 12.604018 ]",0.14285714285714285,In the Communist-controlled camp they wo not let me read
integrated_gradients,any,logit,baseline,original,"[1.1104691  0.8520718  0.82691455 0.8461389  1.3664864  1.3536752
 3.7054007 ]",0.16666666666666666,Although I did not think I had
integrated_gradients,any,logit,baseline,original,[2.063479   0.97089374 1.0210191  0.8601296  1.203116   7.3046055 ],0.25,We do not want to leave
integrated_gradients,any,logit,baseline,original,"[1.6879296 1.4791284 1.870839  1.5074605 1.8694204 2.4832146 2.4302483
 1.4642926 1.3741182 1.0785016 2.068486  1.436623  7.802864 ]",0.07692307692307693,He's stopped for the first time — did not seem to have
integrated_gradients,any,logit,baseline,original,"[ 2.5145342  1.8321464  1.0382982  1.0829768  2.0020876  1.3854358
  1.6002576  1.9761674  1.1345816  1.8371649  3.323537   3.2315953
  2.8368962  2.7825844 13.579701 ]",1.0,"""Here,"""" she said, """"is this vase I have not"
integrated_gradients,any,logit,baseline,original,"[ 2.272355   1.4499929  1.679611   2.4959006  2.0150573  1.890619
  1.473703   2.450312   2.3277934  3.1060476  3.0551934  2.2099662
  2.0086913  4.717309  12.630818 ]",0.09090909090909091,"It was a long, circuitous walk, since he did not dare give"
integrated_gradients,any,logit,baseline,original,[1.0297316  0.8691646  0.83956975 0.76104563 1.1251718  3.6632483 ],0.2,I did not want to cause
integrated_gradients,any,logit,baseline,original,[1.9458865 1.7401687 1.3405726 1.2571704 1.179105  6.293079 ],0.25,She did not want to leave
integrated_gradients,any,logit,baseline,original,[ 4.00826    3.2125177  3.4242935  3.522874  13.47345  ],0.25,He was not sending back
integrated_gradients,any,logit,baseline,original,[1.1910444 1.7251656 1.0178052 1.2710025 1.1808691 2.1885161],1.0,Or maybe there just were not
integrated_gradients,any,logit,baseline,original,"[0.6122171  0.98063236 0.7022736  0.6681921  0.6926353  0.82174385
 2.5047204 ]",0.16666666666666666,The USA did not seem to have
integrated_gradients,any,logit,baseline,original,[2.1036215  0.71478206 0.7237336  0.7414317  0.9765092  7.158811  ],0.2,I do not need to waste
integrated_gradients,any,logit,baseline,original,"[1.0964655  1.6896118  0.88363343 1.0281945  0.5930914  1.0566639
 0.8549984  0.9459764  0.6664405  0.6867547  0.7349645  0.9512782
 1.0820776  6.3816814 ]",0.08333333333333333,"Still, although they'd halted, they did not seem to be in"
integrated_gradients,any,logit,baseline,original,"[1.2677722  1.1595283  1.2118444  3.1061516  1.2205355  0.9630569
 0.6307636  0.61378866 1.2415062  0.97074306 6.820158  ]",0.09090909090909091,I give him credit: he did not try to cast
integrated_gradients,any,logit,baseline,original,"[1.8916556  1.2508899  1.1744051  0.91688466 1.132566   0.7654297
 1.2087804  4.703467  ]",0.16666666666666666,I knew I was not going to get
integrated_gradients,any,logit,baseline,original,[ 3.699079   2.1576378  3.7777998  2.0940318  3.7498374 13.416185 ],1.0,Because there damned well are not
integrated_gradients,any,logit,baseline,original,"[ 2.1564896  1.8645341  1.5450433  1.7557907  2.6846755  1.6457044
  1.7349907  2.2219622  1.8589638  1.9179176  2.1680236  1.7891032
  1.7451131  2.149036   4.847527  10.856718 ]",0.14285714285714285,"She knew how to deal with that, and also knew it was not dangerous in"
integrated_gradients,any,logit,baseline,original,[1.0539669  1.6746565  0.97075284 1.1141264  1.9091996  4.6346807 ],0.16666666666666666,It did not look as if
integrated_gradients,any,logit,baseline,original,"[ 1.911392   1.7739699  1.8184384  1.8535461  1.9948653  2.5101984
  2.368408   2.5095696  2.9767346  1.8907174  2.187171   3.2880409
  1.7469743  2.4604993  1.5865769  1.6995575  2.0833797 12.041403 ]",1.0,Places where they're still in arms against the CSA are places where there were not
integrated_gradients,any,logit,baseline,original,[3.0853071  2.3747652  0.94072616 0.7112165  1.0237017  3.999744  ],1.0,"Yes, but there are not"
integrated_gradients,any,logit,baseline,original,"[ 1.7701769  1.8051217  3.7828035  2.5893297  1.7031554  2.428415
  1.879155   2.2274427  2.7565918  2.780104  14.474832 ]",1.0,"As I fell to the ground outside, I had not"
integrated_gradients,any,logit,baseline,original,"[2.2818985 2.0527716 2.2641306 1.589015  1.3992    2.4757018 1.6870998
 2.8197787 1.6683546 2.06644   1.4573807 1.4163104 1.5045022 1.4081877
 5.0098934 9.423024 ]",0.06666666666666667,"""Of course, said Mark, """"as long as you do not bring up"
integrated_gradients,any,logit,baseline,original,[ 3.754323   1.5615917  1.9092088  2.415729   5.762685  14.109099 ],0.2,I do not want to jump
integrated_gradients,any,logit,baseline,original,[1.2259974  0.76231563 0.77762234 0.5940014  0.89040947 2.4600363 ],0.25,I do not think I have
